City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
457,Na Klang,TH,17.3072,102.1889,74.88,93,96,1.97,overcast clouds
458,Kavaratti,IN,10.5669,72.642,82.58,75,88,15.97,overcast clouds
459,Mehamn,NO,71.0357,27.8492,49.73,84,98,22.48,overcast clouds
460,Malanje,AO,-9.5402,16.341,68.41,29,3,2.21,clear sky
461,San Isidro,PE,-12.1167,-77.05,64.02,89,90,1.01,overcast clouds
462,Megara,GR,38.0,23.3456,84.25,57,0,5.75,clear sky
463,Ashland,US,40.8167,-82.2665,77.56,84,100,3.74,overcast clouds
464,Islamkot,PK,24.6997,70.177,89.56,66,76,5.66,broken clouds
465,Isangel,VU,-19.55,169.2667,78.8,82,30,7.09,scattered clouds
466,Chamba,IN,32.5667,76.1333,77.4,89,75,1.52,broken clouds
467,Pacific Grove,US,36.6177,-121.9166,87.03,80,40,1.01,scattered clouds
468,Yenagoa,NG,4.9247,6.2642,72.34,92,100,0.43,overcast clouds
469,Katherine,AU,-14.4667,132.2667,64.72,59,98,5.75,overcast clouds
470,Marrakesh,MA,31.6315,-8.0083,91.47,33,0,6.91,clear sky
471,Mato Verde,BR,-15.3972,-42.8664,73.8,37,7,4.09,clear sky
472,Kloulklubed,PW,7.0419,134.2556,77.5,79,100,13.58,overcast clouds
473,Freeport,US,40.6576,-73.5832,95.07,69,1,8.01,clear sky
474,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,46,75,10.36,broken clouds
475,Castelo Do Piaui,BR,-5.3222,-41.5525,87.71,30,77,4.25,broken clouds
476,Saint-Philippe,RE,-21.3585,55.7679,69.39,84,62,15.08,light rain
477,Sherbakul,RU,54.6316,72.3963,55.08,92,71,6.22,broken clouds
478,Madang,PG,-5.2246,145.7966,77.79,77,56,5.48,broken clouds
479,Cognac,FR,45.5,-0.25,67.6,77,90,5.75,overcast clouds
480,Salalah,OM,17.0151,54.0924,77.09,94,75,6.91,light intensity drizzle
481,Natal,BR,-5.795,-35.2094,77.65,83,40,6.91,scattered clouds
482,Ullapool,GB,57.8987,-5.1604,64.35,88,99,12.1,overcast clouds
483,Russell,US,32.3502,-85.1999,89.2,64,95,5.06,overcast clouds
484,Vao,NC,-22.6667,167.4833,73.45,89,30,14.12,scattered clouds
485,Barranca,PE,-10.75,-77.7667,64.98,77,7,10.96,clear sky
486,Abonnema,NG,4.7084,6.7931,73.09,93,100,2.51,overcast clouds
487,Tukrah,LY,32.5341,20.5791,78.53,78,0,6.29,clear sky
488,Trairi,BR,-3.2778,-39.2689,78.67,82,2,9.98,clear sky
489,Megion,RU,61.0296,76.1136,53.62,90,100,5.39,overcast clouds
490,Santa Cruz,BO,-17.8,-63.1667,69.96,56,14,5.1,few clouds
491,Te Anau,NZ,-45.4167,167.7167,45.5,93,91,0.92,overcast clouds
492,Tuntum,BR,-5.2581,-44.6489,82.71,41,14,4.47,few clouds
493,Avera,US,33.194,-82.5271,89.11,58,93,0.43,overcast clouds
494,Atambua,ID,-9.1061,124.8925,67.26,78,22,4.76,few clouds
495,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,58.77,55,0,3.65,clear sky
496,Fort Nelson,CA,58.8053,-122.7002,42.66,96,100,4.07,moderate rain
497,Parana,AR,-31.732,-60.5238,51.57,84,22,7.67,few clouds
498,Awjilah,LY,29.1081,21.2869,81.68,53,0,16.91,clear sky
499,Nieves,PH,15.3274,120.9485,77.7,91,100,1.77,overcast clouds
500,Beloha,MG,-25.1667,45.05,65.79,84,68,14.29,broken clouds
501,Gamba,GA,-2.65,10.0,71.53,84,47,5.48,scattered clouds
502,Dutlwe,BW,-23.9833,23.9,49.21,66,13,9.26,few clouds
503,Madimba,TZ,-10.4,40.3333,76.24,68,91,18.61,overcast clouds
504,Parvatsar,IN,26.8833,74.7667,90.99,47,100,7.58,overcast clouds
505,Biak,ID,-0.9131,122.8766,72.36,91,100,3.0,moderate rain
506,Amargosa,BR,-13.0303,-39.6047,64.36,91,16,5.53,few clouds
507,Sola,VU,-13.8833,167.55,79.83,83,44,17.09,scattered clouds
508,Pombas,CV,17.1503,-25.0201,74.98,83,8,7.92,clear sky
509,Jumla,NP,29.2747,82.1838,63.12,97,98,1.77,overcast clouds
510,Alferrarede,PT,39.4833,-8.1667,74.88,51,0,5.73,clear sky
511,Pevek,RU,69.7008,170.3133,38.35,88,40,10.31,scattered clouds
512,Balikpapan,ID,-1.2675,116.8289,72.05,93,100,3.02,overcast clouds
513,Sindor,RU,62.8629,51.8905,61.38,71,99,1.9,overcast clouds
514,Hukuntsi,BW,-24.0,21.75,51.66,48,62,8.5,broken clouds
515,Nosy Varika,MG,-20.5833,48.5333,65.82,84,52,1.61,light rain
516,Nova Olimpia,BR,-14.7972,-57.2881,80.78,29,0,0.56,clear sky
517,Moron,AR,-34.6534,-58.6198,55.15,81,21,5.99,few clouds
518,Hun,LY,29.1268,15.9477,87.67,28,0,10.02,clear sky
519,Samarai,PG,-10.6167,150.6667,80.71,87,84,12.21,broken clouds
520,Chicama,PE,-7.8447,-79.1469,64.94,69,4,8.28,clear sky
521,Anzio,IT,41.4853,12.6179,72.86,90,34,3.51,scattered clouds
522,Kupang,ID,-10.1667,123.5833,68.58,100,20,1.14,few clouds
523,Maldonado,UY,-34.6667,-54.9167,50.23,78,24,4.81,few clouds
524,Umm Lajj,SA,25.0213,37.2685,85.77,49,7,1.07,clear sky
525,Bushehr,IR,28.9684,50.8385,90.68,69,40,5.95,scattered clouds
526,Taga,RO,46.95,24.05,70.3,79,99,3.98,overcast clouds
527,Kankon,IN,15.0167,74.0167,78.53,88,100,10.38,light rain
528,North Bend,US,43.4065,-124.2243,76.24,69,1,11.5,clear sky
529,Sinnamary,GF,5.3833,-52.95,78.37,81,48,5.84,scattered clouds
530,Ajdabiya,LY,30.7554,20.2263,78.03,74,0,9.89,clear sky
531,Cabedelo,BR,-6.9811,-34.8339,75.87,84,4,9.4,clear sky
532,Falakata,IN,26.5208,89.2055,78.69,91,100,5.14,overcast clouds
533,Jieshi,CN,22.8134,115.8257,81.95,85,100,6.58,overcast clouds
534,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,78.58,37,50,5.17,scattered clouds
535,Tandil,AR,-37.3217,-59.1332,51.31,63,99,1.01,overcast clouds
536,Guaruja,BR,-23.9931,-46.2564,73.17,89,100,7.45,overcast clouds
537,Rotterdam,NL,51.9225,4.4792,64.08,87,0,4.61,clear sky
538,Lyaskelya,RU,61.7667,31.0167,57.47,61,0,5.23,clear sky
539,Newport,GB,51.5877,-2.9984,69.08,77,3,9.62,clear sky
540,Kishi,NG,9.0833,3.85,72.54,92,99,9.89,light rain
541,Mwanza,TZ,-2.5167,32.9,71.73,45,21,5.57,few clouds
542,San Antonio,US,29.4241,-98.4936,93.47,56,75,3.0,broken clouds
543,Mgandu,TZ,-5.95,34.1333,59.2,52,7,10.31,clear sky
544,Chandur Bazar,IN,21.2417,77.7456,81.55,75,100,3.53,overcast clouds
545,Conceicao Do Araguaia,BR,-8.2578,-49.2647,83.28,34,6,4.29,clear sky
546,Puerto Ayacucho,VE,5.6639,-67.6236,77.14,89,96,4.92,overcast clouds
547,Mount Isa,AU,-20.7333,139.5,42.57,70,51,0.0,broken clouds
548,Amazar,RU,53.858,120.875,63.91,71,22,0.51,few clouds
549,Chivilcoy,AR,-34.8957,-60.0167,53.94,65,0,4.0,clear sky
550,Acapulco,MX,16.8634,-99.8901,75.02,94,90,8.05,overcast clouds
551,Kurilsk,RU,45.2333,147.8833,65.07,77,84,3.33,broken clouds
552,Makhinjauri,GE,41.6739,41.694,71.46,88,0,8.05,clear sky
553,Sur,OM,22.5667,59.5289,83.35,79,82,14.16,broken clouds
554,Stornoway,GB,58.2093,-6.3865,59.94,94,95,9.22,overcast clouds
555,Itamaraju,BR,-17.0392,-39.5311,69.17,90,1,5.75,clear sky
556,Ballina,AU,-28.8667,153.5667,59.77,51,0,13.33,clear sky
557,Mecca,SA,21.4267,39.8261,90.27,18,96,3.65,overcast clouds
558,Le Moule,GP,16.3332,-61.3473,84.24,77,9,16.53,clear sky
559,Soe,ID,-9.8607,124.284,60.13,70,21,3.8,few clouds
560,Bambanglipuro,ID,-7.95,110.2833,71.71,89,37,2.84,scattered clouds
561,Tingo Maria,PE,-9.2895,-76.0088,78.93,72,21,2.86,few clouds
562,Somerset East,ZA,-32.7217,25.588,49.37,16,0,7.7,clear sky
563,Kozulka,UA,50.0351,23.797,73.69,84,12,2.82,few clouds
564,Ayagoz,KZ,47.9714,80.4392,55.92,62,3,0.96,clear sky
565,Ankara,TR,39.9199,32.8543,78.21,38,0,1.01,clear sky
566,Vidalia,US,32.2177,-82.4135,91.4,55,1,8.05,clear sky
567,Svetlogorsk,BY,52.6333,29.7333,69.93,86,22,4.07,few clouds
568,Kamenka,RU,51.3223,42.7678,67.59,80,100,5.75,overcast clouds
569,Ayan,RU,56.45,138.1667,58.14,96,98,2.84,overcast clouds
570,La Rioja,ES,42.25,-2.5,64.04,85,0,4.72,clear sky
571,Oktyabrskoye,RU,43.0645,44.7417,57.34,88,0,6.71,clear sky
572,Flic En Flac,MU,-20.2742,57.3631,71.53,76,28,11.81,scattered clouds
573,Gashua,NG,12.871,11.0482,89.62,45,49,7.18,light rain
574,Kutum,SD,14.2,24.6667,74.12,61,99,6.11,overcast clouds
575,Bucak,TR,37.4592,30.595,78.44,38,0,1.34,clear sky
576,Nouadhibou,MR,20.931,-17.0347,67.42,92,17,16.53,few clouds
577,Kurlovo,RU,55.4325,40.4854,68.95,71,26,3.44,scattered clouds
578,Wageningen,NL,51.9667,5.6667,64.6,89,90,5.75,overcast clouds
579,Khash,IR,28.2211,61.2158,78.13,53,100,5.1,overcast clouds
580,Saint-Georges,GD,12.0564,-61.7485,82.08,78,20,17.27,few clouds
581,Wennigsen,DE,52.274,9.5729,68.72,90,97,5.75,overcast clouds
582,Zyryanovsk,KZ,49.7386,84.2719,51.4,90,48,1.72,scattered clouds
583,Carutapera,BR,-1.195,-46.02,76.3,90,40,8.28,scattered clouds
584,Los Llanos De Aridane,ES,28.6585,-17.9182,68.13,93,0,16.11,clear sky
585,Mackay,AU,-21.15,149.2,71.04,49,77,4.74,broken clouds
586,Anaco,VE,9.4389,-64.4728,83.34,60,32,8.77,scattered clouds
587,Pangody,RU,65.85,74.4859,51.06,88,100,9.19,overcast clouds
588,Ipixuna,BR,-1.7625,-48.8043,76.95,76,97,4.72,overcast clouds
589,Bikaner,IN,28.0167,73.3,91.36,54,99,8.48,overcast clouds
590,Portland,US,45.5234,-122.6762,80.89,50,75,1.01,broken clouds
591,Husavik,IS,66.0449,-17.3389,49.91,95,100,12.33,light rain
592,Talara,PE,-4.5772,-81.2719,67.46,80,12,16.73,few clouds
593,Kattivakkam,IN,13.2167,80.3167,78.89,81,100,10.45,overcast clouds
594,Jalu,LY,29.0331,21.5482,82.71,49,0,17.49,clear sky
595,Saint-Joseph,RE,-21.3667,55.6167,68.38,81,32,15.14,light rain
596,Manjacaze,MZ,-24.7117,33.8828,57.42,76,33,3.65,scattered clouds
597,Yaan,NG,7.3833,8.5667,70.02,90,88,6.64,overcast clouds
598,Maromitsa,RU,59.8683,48.0123,54.28,86,95,3.69,overcast clouds
599,Assiniboia,CA,49.6334,-105.9845,94.91,33,0,12.66,clear sky
600,Rudkobing,DK,54.9364,10.7102,71.58,82,1,11.65,clear sky
601,Tlapehuala,MX,18.2167,-100.5167,87.26,58,96,2.68,overcast clouds
602,Albury,AU,-36.0833,146.9167,44.65,93,90,14.97,moderate rain
603,Fredericksburg,US,38.3032,-77.4605,95.0,49,40,1.99,scattered clouds
604,Ferkessedougou,CI,9.6,-5.2,71.65,92,100,2.77,light rain
605,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,75.79,92,84,4.21,broken clouds
606,Arman,RU,59.7,150.1667,56.3,79,100,2.64,overcast clouds
607,Mazatlan,MX,23.2167,-106.4167,92.01,78,1,3.0,clear sky
608,Boyle,US,37.6334,-84.8666,85.95,74,1,5.75,heavy intensity rain
609,Dakar,SN,14.6937,-17.4441,79.68,79,59,11.65,broken clouds
610,Naustdal,NO,61.509,5.7168,64.99,82,75,10.36,broken clouds
611,Ewo,CG,-0.8725,14.8206,81.41,42,100,2.44,overcast clouds
612,Ilo,PE,-17.6394,-71.3375,60.26,84,22,7.76,few clouds
613,Chardara,KZ,41.2547,67.9692,67.28,81,92,7.63,overcast clouds
614,Trinidad,BO,-14.8333,-64.9,79.11,52,0,2.35,clear sky
615,Agua Verde,MX,22.9,-106.05,92.12,64,59,9.37,broken clouds
616,Dukat,RU,62.55,155.55,67.77,42,83,13.11,broken clouds
617,Shenjiamen,CN,29.9576,122.298,78.31,90,100,11.01,overcast clouds
618,Dataganj,IN,28.0333,79.4,89.04,59,85,5.75,overcast clouds
619,Ola,RU,59.5833,151.2833,59.54,71,100,1.12,overcast clouds
620,Tucuman,AR,-26.8241,-65.2226,64.4,52,0,0.0,clear sky
621,Nuuk,GL,64.1835,-51.7216,50.61,81,75,8.05,light rain
622,Miraflores,MX,19.2167,-98.8083,70.56,88,100,3.24,light rain
623,Pecos,US,31.4229,-103.4932,102.29,18,1,5.75,clear sky
624,Berlevag,NO,70.8578,29.0864,50.02,80,94,21.14,overcast clouds
625,Yuzhno-Kurilsk,RU,44.0306,145.8556,64.36,90,100,5.93,overcast clouds
626,Dali,CN,25.7,100.1833,62.91,95,100,3.74,overcast clouds
627,Fairbanks,US,64.8378,-147.7164,77.59,52,40,13.8,smoke
628,Sayansk,RU,54.1088,102.1648,60.85,92,81,3.58,broken clouds
629,Uberaba,BR,-19.7483,-47.9319,77.58,27,0,5.75,clear sky
630,Paracuru,BR,-3.41,-39.0306,80.62,81,1,11.65,clear sky
631,Denpasar,ID,-8.65,115.2167,78.46,89,20,8.05,few clouds
632,Rupert,US,42.6191,-113.6772,93.15,20,1,4.61,clear sky
633,Sorland,NO,67.667,12.6934,53.71,92,100,24.63,overcast clouds
634,Maputo,MZ,-25.9653,32.5892,55.08,82,0,5.75,clear sky
635,San Quintin,MX,30.4833,-115.95,74.53,67,9,15.08,clear sky
636,Meridian,US,43.6121,-116.3915,97.12,17,1,1.01,clear sky
637,San Cristobal,VE,7.7669,-72.225,82.58,68,58,5.61,broken clouds
638,Puerto Rondon,CO,6.2805,-71.1,75.92,92,80,5.35,moderate rain
639,Ambon,ID,-3.6954,128.1814,75.34,94,40,4.61,scattered clouds
640,Olinda,BR,-8.0089,-34.8553,73.13,88,40,4.61,scattered clouds
641,Sturgeon Bay,US,44.8342,-87.377,77.09,56,1,8.05,clear sky
642,Mortka,RU,59.3322,66.0214,56.43,65,69,5.19,broken clouds
643,Shimoda,JP,34.6667,138.95,74.1,85,89,7.52,overcast clouds
644,Kailua,US,21.4022,-157.7394,89.58,60,90,12.66,overcast clouds
645,Grass Valley,US,39.2191,-121.0611,91.71,24,1,1.99,clear sky
646,Batagay-Alyta,RU,67.8006,130.4114,63.03,40,100,11.99,overcast clouds
647,Roma,US,43.2128,-75.4557,76.39,73,1,8.05,clear sky
648,Matiguas,NI,12.8373,-85.4622,86.74,65,17,9.62,few clouds
649,Viking,CA,53.1001,-111.7684,71.73,30,6,11.54,clear sky
650,Miandrivazo,MG,-19.5167,45.4667,66.51,68,2,2.48,clear sky
651,Kaniv,UA,49.7518,31.46,71.11,79,3,2.55,clear sky
652,Palmer,US,42.1584,-72.3287,87.55,78,75,3.44,broken clouds
653,Kyshtovka,RU,56.555,76.6271,51.82,99,100,5.53,light rain
654,Vizinga,RU,61.0749,50.1031,56.53,89,41,4.09,scattered clouds
655,Zhuanghe,CN,39.7008,122.9911,73.51,95,22,4.59,few clouds
656,Xaxim,BR,-26.9617,-52.5347,55.78,96,58,2.37,broken clouds
657,Olavarria,AR,-36.8927,-60.3225,46.49,63,77,6.51,broken clouds
658,Fresno,US,36.6666,-119.8343,103.95,16,20,4.61,smoke
659,Hagi,JP,34.4,131.4167,78.4,86,76,7.0,broken clouds
660,Limbang,MY,4.75,115.0,77.31,88,100,1.88,overcast clouds
661,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.38,83,5,10.18,clear sky
662,Ishigaki,JP,24.3448,124.1572,82.53,83,40,11.5,scattered clouds
663,Palana,RU,59.1167,159.9667,54.3,86,35,2.53,scattered clouds
664,Arbazh,RU,57.6804,48.3065,58.51,88,10,6.11,clear sky
665,Sherlovaya Gora,RU,50.5667,116.25,65.77,64,100,2.3,overcast clouds
666,Bubaque,GW,11.2833,-15.8333,80.8,82,98,12.41,overcast clouds
667,Yar-Sale,RU,66.8333,70.8333,44.46,69,98,9.51,overcast clouds
668,Imbituba,BR,-28.24,-48.6703,63.82,81,100,1.99,overcast clouds
669,Muzhi,RU,65.3667,64.6667,54.61,78,100,5.23,overcast clouds
670,Kimbe,PG,-5.5502,150.1429,81.86,76,99,4.23,overcast clouds
671,Los Alamos,US,35.8881,-106.307,82.56,21,1,5.75,clear sky
672,Puerto Leguizamo,CO,-0.1934,-74.7819,76.14,88,96,1.1,overcast clouds
673,Inhambane,MZ,-23.865,35.3833,64.81,71,84,10.78,broken clouds
674,Banikoara,BJ,11.2985,2.4386,74.79,95,72,4.61,heavy intensity rain
675,Korla,CN,41.7597,86.1469,83.1,31,2,3.29,clear sky
676,Sao Felix Do Xingu,BR,-6.6447,-51.995,84.49,40,26,0.58,scattered clouds
677,Carson City,US,39.1638,-119.7674,96.66,11,1,1.01,clear sky
678,San Rafael,AR,-34.6177,-68.3301,50.05,37,0,15.12,clear sky
679,Cajati,BR,-24.7361,-48.1228,60.67,99,100,2.08,moderate rain
680,Cervo,ES,43.6702,-7.4101,66.2,90,18,15.3,few clouds
681,Tateyama,JP,34.9833,139.8667,80.1,86,55,5.1,broken clouds
682,Cookeville,US,36.1628,-85.5016,87.57,62,75,6.91,broken clouds
683,Flin Flon,CA,54.7682,-101.865,78.64,36,20,10.36,smoke
684,Kamaishi,JP,39.2667,141.8833,78.46,80,16,0.98,few clouds
685,Yumen,CN,40.2833,97.2,77.16,29,0,6.42,clear sky
